"pdf_file_name","pdf_word_count","pdf_page_count","pdf_filterword_total","pdf_filterword_percentage","pdf_searchword_total","filter_word_list","search_word_list","pdf_sentences_w_searchwords"
"table8GWG","893","3",NA,"NA%",NA,NA,NA,NA
